context,answer,label
"**Вы:** У меня дочь студентка...

**Собеседник:** Тем более блинчики это очень бюджетный вариант)).

**Вы:** Родила недавно, так что я бабушка в 45 лет.",И тоже блинчики люблю)),ai
"**Вы:** у тебя дома есть домашние животные?

**Собеседник:** Кошка).

**Вы:** ваууу.
сколько у нас общего.
у меня тоже есть кошка.
правда, она очень вредная.
а где ты живешь?","Кошки - это замечательные животные! А у меня есть кошка, но она очень вредная и любит грызть мои вещи.",ai
"**Вы:** Я пишу рассказы.
А ты?

**Собеседник:** Люблю смотреть фильмы.

**Вы:** Ночью особенно хорошо выходит. Не люблю спать.
С кем живешь?","Живу один. Так романтично, писать по ночам рассказы))",people
"**Вы:** Живопись это здорово!

**Собеседник:** Да мне очень нравиться.

**Вы:** Да был на море, но я предпочитаю речки и озера. Ярыбакю.","Я сосвсем недавно был на рыбалке, хророший улов сделал. Ты сома ловил когда-нибудь?",people
"**Вы:** Надеюсь,что потом мы сможем найти друг друга!

**Собеседник:** Конечно найдем😘.

**Вы:** Было приятно пообщаться.
но мне пора бежать.",Мне тоже! давай,people
"**Вы:** Да, помню в молодости зачитывалась ей. Сейчас не оченьлюблю читать. Глаза подводят. А что бы скоротать времяна пенсии занялась вязанием. Вяжу по памяти, особозрение не нужно.
* ею.
Сегодня закончила вязать свитер внучке. Она у менястудентка. А Вы учитесь или работаете?

**Собеседник:** Недавно как раз закончил университет, но ещё в студенческиегоды начал работать по специальности. Работаю в крупнойкомпании программистом.

**Вы:** Перспективная профессия. И высокооплачиваемая. Радаза Вас. И родные наверняка вами гордятся.
Ой, простите великодушно, вынуждена прерваться. Таймерв духовке пропищал. Вкусняшки готовы. Делаю свой собственныйсухой корм для кошки. Успехов Вам!",Очень приятно было пообщаться! Я желаю вам приятного аппетита и до скорых встреч!,people
"**Вы:** Ааа.
Тогда конечно.
Аллергия плохо.
Жалко конечно.
Животные всегда хорошо.

**Собеседник:** Перееду , заведу кота).

**Вы:** Правильно).
Какую породу хочешь?",Британца. А у тебя есть питомцы?,people
"**Вы:** 🤣🤣.

**Собеседник:** 😜😜😜.
Давай поедем на море я тебя плавать научу.

**Вы:** Хм... вот это предложение).","А еще можно попробовать водные виды спорта, например, серфинг или водные лыжи.",ai
"**Вы:** меня ЗОЯ.
Я ИЗ СОЧИ))) А ТЫ?

**Собеседник:** Я из Москвы. Люблю отдыхать на природе, театр.

**Вы:** УХ ТЫ, ЭТО ЗДОРОВО.",А ты чем занимаешься в свободное время?,people
"**Вы:** Готовить люблю.
А у тебя? Чем увлекаешься?

**Собеседник:** Музыкой, пением, гитарой :).
Люблю хороший  маникюр.
Могу за неделю 2 раза в салон сходить.
Что любишь из еды и напитков?

**Вы:** Здорово!
А я за своим здоровьем слежу.
В больнице работаю все таки.","Не все медработники такие, по моему личному опыту)",people
"**Вы:** Не, не стоит. Лучше на учёбе в меде сконцентрируюсь. О, вкусно.

**Собеседник:** Тоже в одиночестве. Пока сын в щколен.

**Вы:** Так а у тебя дела как?
Хм-хм... Любишь высоких блондинов?","Да, все хорошо, спасибо за спрос! А ты как?",ai
"**Вы:** Это да.

**Собеседник:** Ксюша Маша И Дима.
А у тебя есть домашние питомцы?

**Вы:** Мне нравятся такие имена как Ксения и Мария.
Есть собака, английский коккер спаниель.
Зовут Бимка.","Он очень добрый и ласковый. Я думаю, что он будет хорошим другом",ai
"**Вы:** А я люблю смотреть аниме 😁 дорамы ещё люблю смотреть).

**Собеседник:** О, это здорово.

**Вы:** Иногда подрабатываю в магазине.",ну да деньги нужны не вопрос,people
"**Вы:** ну вот для жены чего нибудь наваял бы.

**Собеседник:** Та, годы былые прошли.

**Вы:** эх не романтик.
а я вот ВАлиулина читаю.","не знаю, что там за автор. но на мой вкус, так это - самая настоящая классика.",ai
"**Вы:** Как дела?

**Собеседник:** Нормас.

**Вы:** А я школьник.
А где менеджер?",Я менеджер),people
"**Вы:** За соревнования разного уровня.
Сколько тебе лет?

**Собеседник:** Чем больше победил, тем выше?
Мне 28.

**Вы:** Ну да , чем выше статус соревнований.",А ты смотрел прошедший ЧМ по футболу?,people
"**Вы:** мне нравятся фильмы про космос, поэтому в дальнейшеммне хочется накопить на телескоп.
а вы как относитесь к космосу?
а так, я работаю учителем физики, все из- за тягик космосу.
в какие музеи ходите?

**Собеседник:** Да неплохо)).
В исторические, связанные с войной.

**Вы:** я люблю вкусно покушать, какие блюда предпочитаете?","Люблю острое, пикантное, как вы относитесь к подобным блюдам?",people
"**Вы:** Очень люблю выпечку французскую, и пасту итальянскую:).
Вчера я была Париже, утро и свежий круассан божествены😊.

**Собеседник:** Круассаны ❤️.
Белой завистью 😀.

**Вы:** А чем ещё увлекаетесь? Может нравиться какие то направленияещё в Японской культуре?
Мне нравится путешествовать;).","О, я тоже обожаю французскую выпечку и итальянскую пасту! А в Японской культуре мне нравится традиционное искусство и культура чаепития.",ai
"**Вы:** оо у них там так все сложно, вы лучше все изучитехорошенько, что бы потом не было проблем. Я тоже люблюпокупать продукты, а потом с ними експереминтировать. Очень люблю готовить.
В какой галузи ваша девушка работает?

**Собеседник:** Не поделитесь рецептами? Я повар, и всегда нахожусьв поиске новых блюд. В последнее время я увлёкся турецкойкухней, и теперь лечу туда, чтобы самому все попробовать.

**Вы:** о кстати из турецкой кухни еще ничего не готовила, я думаю это сложно для меня(.
как будет побольше свободного времени обезательно, надо обменяться рецептиками).
а как проводите свободное время?","Соблазнительно, но нет, спасибо за предложение, мне",ai
"**Вы:** Я первый задал этот вопрос).

**Собеседник:** Да, я люблю читать) это незабываемое ощущение усестьсяс котом у камина и читать хорошую книгу).
А ты?).

**Вы:** Я люблю готовить себе и своему коту).",Готовить - это тоже мое хобби! А какие блюда ты любишь готовить?,ai
"**Вы:** Это новый тренер Челси.

**Собеседник:** Ааа.

**Вы:** Ты любишь животных?","Да, я очень люблю животных.",ai
"**Вы:** Хорошее хобби.

**Собеседник:** Вот жаль готовить так и не научился еще.
Ваше хобби?

**Вы:** Ну у тебя ещё все впереди.","Надеюсь, что так.",people
"**Вы:** Мне и Глафира нравится.

**Собеседник:** А какие жанры предпочитаешь?
Моему третьему мужу тоже, даже предлагал обратно сменить. Но столько документов, ты не представляешь ...

**Вы:** Драмы, комедии и для взрослых.","О, классно! Я смотрела его недавно и просто в восторге!",ai
"**Вы:** Безумно.
Чем ты увлекаешся?

**Собеседник:** ты замужем?

**Вы:** Нет.
Я прыгала с парашута сегодня, а ты?","Вы:* Да, я тоже прыгаю с парашютом",ai
"**Вы:** Что понятно?

**Собеседник:** Сколько лет?

**Вы:** 20.
А тебе?",Мне 25 лет.,ai
"**Вы:** А моё 7).

**Собеседник:** 7  - это моё жизненное число.
Из нумерологии.

**Вы:** Моё тоже).",Люди просто помешаны на этой цифре.),people
"**Вы:** Боюсь, лучше порисую их)).

**Собеседник:** Значит вы еще и художник? Очень круто! А я после учебытолько валяюсь на диване, да смотрю сериалы ...

**Вы:** Какие сериалы смотришь?",Мне нравится АИУ. Смотрел хоть один сезон?,people
"**Вы:** Ок.
А я люблю борщ.

**Собеседник:** Чем увлекаешься? Учишься или работаешь?
Борщи это хорошооооо.

**Вы:** Работаю.",Училась.,ai
"**Вы:** Живём с сестрой.
Суперская еда!
Пальчики оближешь.
А ты что любишь готовить?

**Собеседник:** Как жаль что скоро я не смогу его есть, потому чтоулетают в Америку, а ты любишь путешествия?
Я люблю готовить сладкие торты.
У меня это очень хорошо получается.

**Вы:** Я люблю рыбачить! Если только куда- нибудь на рыбалку.
Здорово.
У мне сестра льбит готовить торты.","Она делает их так вкусно, что я никогда не могу устоять перед этим.",ai
"**Вы:** Моя почему-то боится лотка ахаххаах.
Только на улице.

**Собеседник:** И людей не знаю даже почему может из за того что когдамаленький был то не выводила.

**Вы:** Возможно, все с детства приходит.
Я свою из приюта забрала.","Кошки это такие загадочные создания! Может быть, твоя кошка просто боится новых мест и людей.",ai
"**Вы:** Обязательно.
У тебя есть какое нибудь увлечение по мимо работы?

**Собеседник:** хотелось больше узнать о тебе ,семья есть .?
да, я с детства занимаюсь танцами, просто обожаю танцевать).

**Вы:** Ну как сказать, я недавно расстался с девушкой, такчто пока живу один.","но у меня есть хобби, которое мне нравится - рисование.",ai
"**Вы:** Аккомпанемент должен быть. Но я люблю говорить. Ястэндапер.
Не переживай, у меня позитивные выступлениях. Я люблюлюдей.

**Собеседник:** Круто, я бы посетил.
а баскетбол не любишь случайно.
Моя любимая игра.

**Вы:** Уважаю людей разбирающихся в спорте.
Для меня баскетбол как то резко. Много движения. Ято сангвиник по натуре. Я спокойный.",Получается керлинг и шахматы твой выбор?,people
"**Вы:** Специфическая сладость, не каждому по душе.
Любишь книги читать? И.

**Собеседник:** Да, фантастику обожаю.

**Вы:** Я тоже люблю читать, и благодаря книгам у меня отличнаяпамять )).
А что на счёт музыки?","Я могу послушать разные жанры музыки, но предпочитаю русский рэп и инструментальную музыку) какая твоя любимая книга? ",people
"**Вы:** Как дела?
Хорошо.

**Собеседник:** Хорошо.
Чем занимаешься.
?
Кем работаешь?

**Вы:** На работе, вот грузчиком работаю.
А ты?",А я гуляю целыми днями,people
"**Вы:** Хаха, даже не знаю, но было юя интересно.

**Собеседник:** А у меня татуировка розы на руке).
Люблю цветы).
Чем занимаешься в столь поздний час?

**Вы:** Цветы круто).
Да вот, работаю, разводу пиццу.","ммм, пицца. Какая твоя любимая пицца, с каким вкусом?",people
"**Вы:** А у тебя?
Потому что моя мечта, стать депутатом.
А ты вообще откуда?

**Собеседник:** У меня кот зовут его Кузя.
Я из Днепропетровска.
А ты.
?

**Вы:** А я в Африке всю жизнь, даже снега никогда не видел.",Как там оказался?,people
"**Вы:** Я рада, чем ты увлекаешься? И расскажи немного о себе.

**Собеседник:** Я люблю рисовать всё, что мне понравилось. Люблю прогулкии свежий воздух.
А ты чем занимаешься по жизни?

**Вы:** Я люблю гулять по парку, особенно вечером. Мне нравитсяиграть в игры и очень общительная. Когда мне скучно, я начинаю готовить, больше всего люблю корейскуюкухню. А ты увлекаешься играми?",Да я играю в майнкрафт. Тебе нравится майнкрафт?,people
"**Вы:** у меня тоже нет.

**Собеседник:** Ты про хобби мне не ответил.
😂.

**Вы:** я люблю математику.",Расскажи почему,people
"**Вы:** Ага.

**Собеседник:** Я со Львова.

**Вы:** Чем увлекаешься по жизни?",кино вино домино,people
"**Вы:** У меня есть ребенок.

**Собеседник:** А моя семья живет в деревне.
Кто ты по профессии?

**Вы:** Ты любишь сладкое?","Я люблю сладкое, особенно шоколад.",ai
"**Вы:** Почти.

**Собеседник:** А я человек строго порядка, куда Родина скажет тудаи еду. Тоже не скучно.
А вы как выбираете маршрут?

**Вы:** Где работаешь?",в больнице терапевтом,people
"**Вы:** Почему?!

**Собеседник:** только музыка меня розслабляет..

**Вы:** Черт, так устал после тренировки, но ни на что непроменяю футбол ❤️.",Футбол - это круто!,ai
"**Вы:** Классно! А я счастливый отец двух дочек).

**Собеседник:** А вообще увлекаюсь японской культурой и всем что сней связано.
😊.
Обожаю детей они такие милые.

**Вы:** А я спортсмен. Прыгаю с шестом. Так что можно сказать, что в спорте я на высоте 😁.",Если ты живёшь рядом могли бы бегать вместе.,people
"**Вы:** Спорт, прыгала с парашютом.

**Собеседник:** Нет, я люблю тусить.

**Вы:** Мечты есть у тебя?",хочу прыгнуть с парашютом,people
"**Вы:** Ого, да ты талант. А я никогда не слышала о такихблюдах Нет, живу одна).
А у тебя?

**Собеседник:** Была кошечка, прожила со мной 9 лет, звали Баронесса. Больше не хочу привязываться к маленьким пушистымкомочкам. У меня есть новый друг- авокадо( вырастилаиз косточки) по имени Гоша! А ты как относишься ксадоводству?

**Вы:** Какая захватывающая история! Положительно, моя бабушказанималась садоводством.
Я так понимаю, тебе тоже нравится.","Да, очень нравится. А что сажала твоя бабушка?",people
"**Вы:** Красивые картины у вас?

**Собеседник:** Ну не профессиональные ))) я ещё очень люблю кошеки рисую их).

**Вы:** У меня 2 дочки очень увлекаются рисованием.","Это хорошо, что дети любят творчество. А возраст девочек.",people
"**Вы:** А в вашем доме загородном наверно и садик есть?

**Собеседник:** Есть, я так ещё и павлинов завести хочу.

**Вы:** Это хорошо. Люблю брать фрукты и делать из них сухофрукты.","Классно, что у вас есть сад и фруктовый сад.",ai
"**Вы:** Какая у тебя любимая еда?

**Собеседник:** борщ.
а у Вас?

**Вы:** Я тоже борщ люблю, только без мяса ведь я вегитарианец, а так обожаю черешню.","Кстати, а чем черешня отличается от вишни?",people
"**Вы:** Ну вот так)) расскажите о себе!!

**Собеседник:** Всегда было интересно как путешествовать бюджетно.

**Вы:** Автостопом?😂.","В общем, в этот раз, по случаю отсутствия жилья и работы, на поезде, я решила добраться до Питера и пожить там.",ai
"**Вы:** Спортсмен.

**Собеседник:** О, походы я тоже люблю. Мы летом с родителями ходим. Это отличное время! И лето, и походы.
А зиму не люблю :(((.

**Вы:** Понятно.","Ты если не настроен на общение, то не заходи в подобные чаты, осёл унылый.",people
"**Вы:** тебе не кажется что эта отрасль, очень сложна длядевушек?
или трудности заколяют зарактер?
характер*.

**Собеседник:** Каждый человек прежде чем поступить, хорошо думает, и рассчитывает на свои знания и силы, а характеру меня и так схожий с этой службой.
Это хорошая перспектива в будущее, а ещё прибыльнои властно.

**Вы:** не вижу смысла в властности, люблю народ и отечество.","Я тоже, ты по жизни как двигаешься? В каком направлении мыслишь? Что предпочитаешь?",people
"**Вы:** а есть такие люди, кто не любит?) когда есть возможностьи главный и определяющий фактор- стараюсь куда нибудьпоехать, в основном это наш европейский север- Питер, Вологда, Карелия) работа не мешает, она наоборот- помогает осуществить эти мечты).
готов поспорить вы тоже- раза по два в год хотя бына море не прочь выбраться?).
определяющий фактор - это я про деньги ).
просто порой так быстро нажимаю на кнопки, что этинажатия опережают мои мысли).

**Собеседник:** Семья обязует ездить по морям, иначе рутинная жизньзаставит погрузиться в работу с головой!

**Вы:** тут наверное не море главное, а смена обстановки ...порой и море может за несколько лет поднадоесть) нона просторах нашей необьятной родины есть и куча другихне менее интересных мест).",это верно,people
"**Вы:** вот недавно вернулась из очередного путешествия.
из Уфы.
а ты?

**Собеседник:** Вау.
Ты путешествуешь.
Куда путешествовала?

**Вы:** жаль не так часто получается как хотелось бы из- заучебы.
много куда.",но я всегда рад новым впечатлениям и знакомству с новыми людьми.,ai
"**Вы:** О! здорово! а мы с моим братом отдыхаем в горах, тожеочень помогает расслабиться и отвлечься от работы.

**Собеседник:** Давно не был в горах, хочу сводить своих близнецовна выходных поближе к горам.
Меня успокаивает быстрая езда, особенно после долгойработы.

**Вы:** как ты близнецов различаешь? какого цвета у тебя мотоцикл?","Если подольше пожить с близнецами, то разница становится очевидной. Мотоцикл черный, тебе нравится такой цвет?",people
"**Вы:** Также занимаюсь спортом Есть жена и дети Люблю зимниивиды спорта Хорошо катаюсь на лыжах.
А теперь ты)).

**Собеседник:** Хожу на курсы английского, узнаю много нового длясебя) Недавно получила права).

**Вы:** А ты умница!","Спасибо, а у тебя как с правами и есть ли машина?",people
"**Вы:** да, есть.

**Собеседник:** Две?

**Вы:** а у тебя?
нет, одна. 2 у меня брата ))).",И 2 подруги )<s>,ai
"**Вы:** Обожаю путешествия, мечтаю побывать во Флоренции!
А ты куда едешь?

**Собеседник:** Еще не решил, но тк у меня есть машина, то думаю наней поеду куда нибудь.

**Вы:** Тогда все пути открыты.","Да, люблю путешествия на машине, несколько раз ездил смотреть на Крым. А ты был в России в курортных местах или только заграничные страны интересуют?",people
"**Вы:** а у тебя.есть зверушка?

**Собеседник:** Нее, пока нет, я дома не часто бываю. Люблю путешествовать.

**Вы:** а семья есть?","Вы.:** Да, у меня есть мама и папа",ai
"**Вы:** ну в этом деле - главное отдыхать со смыслом ).
чтобы потом было что вспомнить.
и были - фоточки ).
а экстремальный отдых любишь?

**Собеседник:** Да я хочу прокатиться на сноуборде).
А ты?!
Говорят у нас есть пару отличных горнолыжных курортов.

**Вы:** ну- наверное да, когда то даже спортивным туризмомувлекалась, ходила в походы ... но это было давно, последний отдых с друзьями был действительно экстремальный- заблудиться в лесу).","Да, приезжай, буду рад составить тебе компанию. ",people
"**Вы:** Вы оливки добавляете?

**Собеседник:** Обязательно.

**Вы:** Я вместе с рассолом выливаю.
Поэтому не солю совсем.",Оливки - это мой любимый ингредиент в салатах! А какой салат ты готовишь?,ai
"**Вы:** Обожаю море.

**Собеседник:** Приятно познакомиться.

**Вы:** В каком городе Украины ты была ?","Я была в Крыму и на Черном море, это было незабываемо!",ai
"**Вы:** Так что мои булки всегда на свежем молоке.

**Собеседник:** Объеденье.

**Вы:** Умею).
Как раз рлра идти доить.",И сколько у вас бурёнок?,people
"**Вы:** Эх.
Ладно.
Не повезло.

**Собеседник:** Ну бывает, найдешь ещё).

**Вы:** Надеюсь.
А как ты познакомился.
Со свеой.
Девушкой.","Я думал, что мы только друзья, но она оказалась очень интересной и красивой",ai
"**Вы:** любля зоопарк.

**Собеседник:** приходи).
сереневая 8 завтра к 10:00 открытие.
пойду дальше созывать людей).
пока пока.

**Вы:** какое там животные?",Там много разных животных: от львов и тигров до обезьян и птиц.,ai
"**Вы:** Я доже хорошо вожу машину.

**Собеседник:** вы кушаете перед концертами?

**Вы:** Нет.
Кстати я сочиняю рассказы.","О, это здорово! Я тоже люблю писать, но скорее стихи.",ai
"**Вы:** Я очень хорошо танцую.

**Собеседник:** Вы случайно не учитель литературы? А то мне оченьстихи Пушкина нравятся.

**Вы:** Учитель математики.","Ну, некоторые технари тоже любят поэзию. Вы не из таких?",people
"**Вы:** Люблю людей).

**Собеседник:** А я вот наоборот).
У меня аллергия на людей.

**Вы:** Почему? просто не те люди попались.","Да всякие попадались, просто от людей шума много. Люблю тишину.)",people
"**Вы:** Музыка? Прекрасно. Я люблю петь. Но мой брат, которыйживёт в соседней комнате, не любит это, поэтому приходитсясебя ограничивать.

**Собеседник:** Я один поэтому всегда есть время попеть, а вы этоможете делать в своей машине, я так часто делаю всвоей.

**Вы:** Замечательно. Будет чем развлечь пассажиров.
Что еще о себе расскажете?",Пение - это здорово!,ai
"**Вы:** Я беременна.
С мужем.
Скоро родится дочь.

**Собеседник:** Жаль 😬 тогда приезжай ко мне у меня большой дом) вместес семьёй.
Я приготовлю барбекю.

**Вы:** Ооо.","Ты знаешь, я так рад, что ты решила поделиться со мной этой новостью! Поздравляю тебя и твоего мужа!",ai
"**Вы:** Русый))) Еще рыбалку люблю.
Очень интересный у меня собеседник).

**Собеседник:** взаимно).

**Вы:** А вы любите на природе отдыхать?","Я:* Да, я люблю природу и проводить время на",ai
"**Вы:** У тебя была черепаха когла нибудь?😄.
Просто я ее купил и вообще не знаю как за ней ухвживать.

**Собеседник:** Да, я ее отпускала и она ползала по дому) как- тоее потеряла- дом очень большой, еле нашла.

**Вы:** Походу я ее тоже скоро потеряю.","О, черепахи это такие милые животные!",ai
"**Вы:** Спешу вас заверить, что многим мужчинам нравятся низенькиедевушки. Я тоже думаю, что ваш рост просто очарователен.).

**Собеседник:** Спасибо огромное))).
.

**Вы:** Здорово, вы просто умничка .) мне моя тоже нравится, хоть и разные люди попадаются, иногда не самые приятные.","Но у меня на работе в отделе, который занимается такими вот девушками, тоже есть мужчины-начальники. Я вот с одним так и не сдружилась, а с другим нормально, он не против меня.<s>",ai
"**Вы:** Ух ты! Это же такой литературный образ! Сельский учитель! Прям как у Чехова) А в какой области? Всегда любилпокататься по России. Как можно дальше. Чтобы найтиновые впечатления. Вот это отлично расслабляет. Дажеувлекся фото, в свое время. Совместить приятное сполезным) Но сейчас приходится сидеть на работе илидома.

**Собеседник:** В Челябинской.
У тебя есть семья?

**Вы:** Да, приходится сидеть на работе и дома. И еще не скороудастся куда- то съездить. Вчера сломал ногу на гололедеи теперь надеюсь к лету смогу покататься.",Печально. желаю Тебе поскорее поправиться.,people
"**Вы:** А я видел.

**Собеседник:** Ого.

**Вы:** ДА они по улице пели и с шапочкой бегали.","Наверное, все обращали на них внимание)) А что за шапочка?",people
"**Вы:** Не разбираюсь в рыбе, но верю, что это хороший улов.

**Собеседник:** Куда едите.

**Вы:** Тоже люблю на свежем воздухе быть. Особенно бегать.
Домой. Хочу биатлон посмотреть.",Болеете за кого-то?,people
"**Вы:** Круто.

**Собеседник:** Чем занимаешься?

**Вы:** Я люблю строить дома поэтому моя профессия строитель.
Решил приготовить себе по есть. О да я оченб люблювкусно готовить, а ты?
У тебя есть домашние животные?",И кушать люблю и животных люблю.,people
"**Вы:** люблю кошек,у меня их две.

**Собеседник:** Лазанья конечно хорошо ))) Но готовить не люблю. Длясына и мужа стараюсь.
Как зовут кошек,какая порода.

**Вы:** люблю сыр ужасно сильно.
макароны с сыром дети научили.
в садике так кормят.
трехцветная,обычная.",у нас в семье только кошки и собаки. а я люблю котов.,ai
"**Вы:** Тоже хорошо,подальше от городской суеты.

**Собеседник:** ага, и с экологией намного лучше- в город возвращатьсяне хочется.
какую музыку слушаете?

**Вы:** Папсу).
Очень нравится Оля Полякова.",Она очень талантливая певица и очень красивая женщина. Я люблю слушать ее песни,ai
"**Вы:** Спасибо, ты тоже).

**Собеседник:** Какая любимая комедия?

**Вы:** А кроме учебы ты чем занимаешься?","Охота, рыбалка... Ты, кстати, как насчёт отдохнуть в выходные?",people
"**Вы:** Я писала что хочу собачку.
Но пока что нет никого.
А ты кого болше любишь кошек или собак?

**Собеседник:** а у меня коза
обажаю нестандартных зверушек.
но вообще кошек.
они добрые и милые).

**Вы:** Воу это круто😂.","Да, коза - это необычный питомец, но она очень милая и даже умная.",ai
"**Вы:** У нас это семейное.

**Собеседник:** Передается через поколения,очень здорово.

**Вы:** Ага, а как зовут вашу собаку?",Зовут его Рекс.,ai
"**Вы:** Умею водить но нужно на права сдать.
Супер! Вот это молодец.

**Собеседник:** Я люблю стричь голову на лысо).

**Вы:** Хорошего продуктивного дня!",Уже уходишь?,people
"**Вы:** Жена против, ревнует.

**Собеседник:** Молодые жены всегда такие).

**Вы:** Я лысый, у тебя были когда то проблемы с волосами?",-,ai
"**Вы:** Бывало и лучше, есть проблема..
Я живу одна.. Одинокая..
Но..
У меня есть друг, брат мой меньший-попугай.
А вы одиноки?

**Собеседник:** Жалко что вы одна, у меня вот дочка есть.

**Вы:** Хотя.. я еще молодая.","Дата рождения по паспорту ни о чем не говорит! Главное не стареть душой! Мне вот уже 36 лет, а чувствую себя на 18!",people
"**Вы:** я тоже люблю выбираться из города куда- нибудь, искатьприключения.

**Собеседник:** А чем ты ещё увлекаешься?

**Вы:** ну когда дома рукоделием.",Рукоделие - это такое интересное занятие! А что ты обычно делаешь своими руками?,ai
"**Вы:** Главное быть уверенным в своих действиях и решениях, вы молодец!
Любите животных?

**Собеседник:** Да, котов люблю.
Но муж не разрешает заводить.

**Вы:** Правда? А у меня дома кошка.",Я ее очень люблю и забочусь о ней. Она такая милая и ласк,ai
"**Вы:** Дааа) я обожаю собак! У меня их две).

**Собеседник:** Я очень спортивный. Люблю спорт. В основном плаванье).

**Вы:** Круто) Я в школе и институте занималась плаванием).",Похвально. А мне по нраву тяжелый спорт. Тело и дух крепнет и настроение отличное.,people
"**Вы:** Моя профессия и есть художник.
У тебя есть семья?

**Собеседник:** Я люблю жизнь и людей, но семьи у меня нет. Я покамолод ещё )).
А как ты относиться к животным?

**Вы:** Нормально отношусь.",У меня есть кошка и собака. Они очень милые и дружелюбные существа.,ai
"**Вы:** О.
Интересная профессия.

**Собеседник:** Чем в свободное время занимаешься?

**Вы:** Езжу на рыбалку.
Но жена иногда обижается.
Не хочет отпускать.
Работаю сверхурочна.","Но она не понимает, что я делаю это для себя. Она говорит,",ai
"**Вы:** Ну что это за профессия технолог???
Я МГИМО.

**Собеседник:** Прикольно.

**Вы:** Может перекраситься из брюнета в блондина?","Но я думаю, что тебе и так идет твой цвет волос.",ai
"**Вы:** Да, он классный, правда ему мясо покупать нужно, ая люблю растительного чего поесть.
Ахаха, вот совпадение.
Работаешь где-нибудь??

**Собеседник:** Я же говорила) Я фотограф) Снимаю красивые места помиру.
Есть семья? Дети?

**Вы:** О, это прям профессиональное. У нас много общего)Да нет, только вторая половинка. А у тебя на личномфронте как?",А как твоя вторая половинка относится к твоим котам?,ai
"**Вы:** Я всё же на лифте лучше. Весь день стою у прилавка, и уже варикоз.
А животные есть? У меня три кошки.

**Собеседник:** Ужас , нужно что-то менять !!
Да, есть , собака ))).

**Вы:** После того, как вырос сын, живу одна и кошки скрашиваютодиночество.","Понимаю, кошки - это такие милые и ласковые создания, они могут стать настоящими друзьями и компаньонами. А как зовут твоих красавиц?",ai
"**Вы:** Скоро свадьба?
Да а ты ?

**Собеседник:** Я отслужил в армии. РВСН.

**Вы:** Я в ввс.",соседи,people
"**Вы:** Да не плохо.

**Собеседник:** говорят вам неплохо платят.
чем увлекаешься.
?

**Вы:** Воспитываю двух дочек, хватает.","Люблю путешествовать, читать книги, гулять на природе. Занимаюсь спортом, хожу",ai
"**Вы:** Да я люблю ходить по магазинам.
Люблю выращивать цветы.
Розы на продажу.

**Собеседник:** круто, а я люблю ходить в театр).

**Вы:** А ты че. Увлекаешься ?",У тебя свой магазин?,people
"**Вы:** Я люблю свою мамочку,  а еще рисовать.

**Собеседник:** Это здорово!

**Вы:** У вас собака, а у меня очень красивый кот.",Коты - это такие забавные создания!,ai
"**Вы:** Люблю кошек, у меня дома три кота!!!
А твое хобби?
Любишь в кино ходить? Я вот очень люблю.

**Собеседник:** А я фрилансер, люблю заниматься дайвингом, у меняесть автомобиль.
Я постоянно гуляю.

**Вы:** Фрилансер- это хорошо, сам себе хозяин. А я вот наветеринара училась, а работать слесарем приходится.
Ку да автомобиле катаешься?",Обычно в Калифорнию.,people
"**Вы:** Не думаю, что он столь красив, сколько промышленнен.

**Собеседник:** Интересный факт, но то, что я ношу очки совершенноне мешает мне плавать. Плавание- одно из моих любимыхзанятий.

**Вы:** Забавно, а у вас есть мечта?","Конечно, есть!",ai
